date,asset,price
2020-02-27,ETH,105.54
2020-02-28,ETH,104.33
2020-02-29,ETH,102.91
2020-03-01,ETH,100.73
2020-03-02,ETH,100.03
2020-03-03,ETH,100.14
2020-03-04,ETH,98.93
2020-03-05,ETH,99.45
2020-03-06,ETH,100.23
2020-03-07,ETH,99.66
2020-03-08,ETH,98.05
2020-03-09,ETH,99.71
2020-03-10,ETH,99.75
2020-03-11,ETH,102.08
2020-03-12,ETH,102.19
2020-03-13,ETH,102.39
2020-03-14,ETH,101.23
2020-03-15,ETH,100.72
2020-03-16,ETH,98.85
2020-03-17,ETH,97.24
2020-03-18,ETH,98.13
2020-03-19,ETH,97.79
2020-03-20,ETH,97.28
2020-03-21,ETH,96.39
2020-03-22,ETH,95.93
2020-03-23,ETH,97.29
2020-03-24,ETH,97.46
2020-03-25,ETH,96.05
2020-03-26,ETH,97.28
2020-03-27,ETH,99.35
2020-03-28,ETH,99.95
2020-03-29,ETH,101.02
2020-03-30,ETH,102.48
2020-03-31,ETH,100.49
2020-04-01,ETH,102.73
2020-04-02,ETH,104.05
2020-04-03,ETH,104.64
2020-04-04,ETH,104.48
2020-04-05,ETH,102.88
2020-04-06,ETH,102.48
2020-04-07,ETH,103.02
2020-04-08,ETH,101.7
2020-04-09,ETH,101.61
2020-04-10,ETH,100.19
2020-04-11,ETH,99.73
2020-04-12,ETH,98.11
2020-04-13,ETH,96.36
2020-04-14,ETH,96.77
2020-04-15,ETH,96.07
2020-04-16,ETH,95.49
2020-04-17,ETH,94.73
2020-04-18,ETH,97.99
2020-04-19,ETH,98.72
2020-04-20,ETH,99.58
2020-04-21,ETH,98.65
2020-04-22,ETH,99.26
2020-04-23,ETH,98.98
2020-04-24,ETH,98.04
2020-04-25,ETH,100.36
2020-04-26,ETH,101.05
2020-04-27,ETH,101.67
2020-04-28,ETH,100.51
2020-04-29,ETH,98.98
2020-04-30,ETH,98.91
2020-05-01,ETH,98.22
2020-05-02,ETH,98.96
2020-05-03,ETH,99.77
2020-05-04,ETH,99.85
2020-05-05,ETH,100.85
2020-05-06,ETH,101.08
2020-05-07,ETH,100.03
2020-05-08,ETH,99.79
2020-05-09,ETH,99.96
2020-05-10,ETH,101.07
2020-05-11,ETH,101.34
2020-05-12,ETH,100.66
2020-05-13,ETH,101.82
2020-05-14,ETH,102.27
2020-05-15,ETH,104.13
2020-05-16,ETH,104.23
2020-05-17,ETH,102.99
2020-05-18,ETH,104.4
2020-05-19,ETH,103.71
2020-05-20,ETH,104.06
2020-05-21,ETH,104.28
2020-05-22,ETH,104.34
2020-05-23,ETH,104.14
2020-05-24,ETH,102.15
2020-05-25,ETH,100.95
2020-05-26,ETH,102.3
2020-05-27,ETH,102.81
2020-05-28,ETH,105.1
2020-05-29,ETH,103.86
2020-05-30,ETH,103.82
2020-05-31,ETH,105.22
2020-06-01,ETH,104.54
2020-06-02,ETH,103.96
2020-06-03,ETH,103.6
2020-06-04,ETH,103.07
2020-06-05,ETH,103.71
2020-06-06,ETH,101.57
2020-06-07,ETH,103.54
2020-06-08,ETH,102.39
2020-06-09,ETH,99.85
2020-06-10,ETH,99.84
2020-06-11,ETH,99.38
2020-06-12,ETH,99.17
2020-06-13,ETH,99.55
2020-06-14,ETH,100.32
2020-06-15,ETH,102.34
2020-06-16,ETH,101.52
2020-06-17,ETH,102.45
2020-06-18,ETH,103.3
2020-06-19,ETH,100.13
2020-06-20,ETH,99.13
2020-06-21,ETH,97.58
2020-06-22,ETH,98.12
2020-06-23,ETH,98.53
2020-06-24,ETH,98.96
2020-06-25,ETH,98.59
2020-06-26,ETH,98.34
2020-06-27,ETH,98.31
2020-06-28,ETH,97.83
2020-06-29,ETH,98.76
2020-06-30,ETH,97.48
2020-07-01,ETH,96.54
2020-07-02,ETH,96.68
2020-07-03,ETH,96.24
2020-07-04,ETH,94.91
2020-07-05,ETH,95.55
2020-07-06,ETH,94.86
2020-07-07,ETH,93.85
2020-07-08,ETH,93.64
2020-07-09,ETH,92.57
2020-07-10,ETH,92.53
2020-07-11,ETH,92.1
2020-07-12,ETH,91.48
2020-07-13,ETH,90.87
2020-07-14,ETH,92.07
2020-07-15,ETH,92.51
2020-07-16,ETH,90.46
2020-07-17,ETH,91.52
2020-07-18,ETH,92.14
2020-07-19,ETH,92.69
2020-07-20,ETH,93.75
2020-07-21,ETH,93.77
2020-07-22,ETH,94.52
2020-07-23,ETH,93.96
2020-07-24,ETH,94.98
2020-07-25,ETH,95.24
2020-07-26,ETH,93.58
2020-07-27,ETH,94.83
2020-07-28,ETH,94.67
2020-07-29,ETH,94.35
2020-07-30,ETH,93.82
2020-07-31,ETH,93.38
2020-08-01,ETH,93.65
2020-08-02,ETH,92.47
2020-08-03,ETH,90.59
2020-08-04,ETH,89.31
2020-08-05,ETH,89.77
2020-08-06,ETH,89.57
2020-08-07,ETH,90.91
2020-08-08,ETH,90.83
2020-08-09,ETH,91.84
2020-08-10,ETH,91.01
2020-08-11,ETH,90.49
2020-08-12,ETH,90.5
2020-08-13,ETH,90.32
2020-08-14,ETH,90.03
2020-08-15,ETH,88.99
2020-08-16,ETH,87.08
2020-08-17,ETH,87.84
2020-08-18,ETH,88.47
2020-08-19,ETH,87.73
2020-08-20,ETH,88.18
2020-08-21,ETH,87.98
2020-08-22,ETH,89.31
2020-08-23,ETH,87.74
2020-08-24,ETH,87.58
2020-08-25,ETH,87.34
2020-08-26,ETH,87.53
2020-08-27,ETH,89.37
2020-08-28,ETH,89.23
2020-08-29,ETH,90.12
2020-08-30,ETH,89.94
2020-08-31,ETH,91.23
2020-09-01,ETH,92.13
2020-09-02,ETH,91.73
2020-09-03,ETH,91.24
2020-09-04,ETH,91.83
2020-09-05,ETH,91.04
2020-09-06,ETH,91.27
2020-09-07,ETH,90.84
2020-09-08,ETH,91.28
2020-09-09,ETH,91.09
2020-09-10,ETH,90.26
2020-09-11,ETH,91.59
2020-09-12,ETH,91.87
2020-09-13,ETH,91.81
2020-09-14,ETH,92.31
2020-09-15,ETH,90.31
2020-09-16,ETH,92.82
2020-09-17,ETH,92.85
2020-09-18,ETH,90.49
2020-09-19,ETH,91.93
2020-09-20,ETH,91.02
2020-09-21,ETH,92.28
2020-09-22,ETH,92.42
2020-09-23,ETH,90.54
2020-09-24,ETH,90.85
2020-09-25,ETH,91.08
2020-09-26,ETH,92.46
2020-09-27,ETH,93.09
2020-09-28,ETH,91.6
2020-09-29,ETH,92.8
2020-09-30,ETH,92.3
2020-10-01,ETH,94.37
2020-10-02,ETH,93.94
2020-10-03,ETH,93.69
2020-10-04,ETH,92.7
2020-10-05,ETH,92.1
2020-10-06,ETH,91.19
2020-10-07,ETH,92.6
2020-10-08,ETH,91.0
2020-10-09,ETH,91.97
2020-10-10,ETH,92.96
2020-10-11,ETH,94.62
2020-10-12,ETH,94.67
2020-10-13,ETH,93.44
2020-10-14,ETH,93.23
2020-10-15,ETH,93.94
2020-10-16,ETH,94.05
2020-10-17,ETH,94.49
2020-10-18,ETH,96.12
2020-10-19,ETH,96.82
2020-10-20,ETH,97.06
2020-10-21,ETH,94.85
2020-10-22,ETH,93.91
2020-10-23,ETH,93.42
2020-10-24,ETH,91.05
2020-10-25,ETH,89.72
2020-10-26,ETH,89.4
2020-10-27,ETH,89.27
2020-10-28,ETH,89.88
2020-10-29,ETH,89.63
2020-10-30,ETH,89.93
2020-10-31,ETH,89.43
2020-11-01,ETH,89.48
2020-11-02,ETH,90.02
2020-11-03,ETH,91.78
2020-11-04,ETH,91.17
2020-11-05,ETH,91.34
2020-11-06,ETH,92.38
2020-11-07,ETH,90.65
2020-11-08,ETH,93.05
2020-11-09,ETH,94.47
2020-11-10,ETH,92.41
2020-11-11,ETH,92.86
2020-11-12,ETH,92.18
2020-11-13,ETH,91.7
2020-11-14,ETH,92.13
2020-11-15,ETH,93.39
2020-11-16,ETH,92.83
2020-11-17,ETH,92.28
2020-11-18,ETH,92.73
2020-11-19,ETH,93.42
2020-11-20,ETH,92.21
2020-11-21,ETH,94.28
2020-11-22,ETH,93.5
2020-11-23,ETH,94.66
2020-11-24,ETH,95.2
2020-11-25,ETH,95.93
2020-11-26,ETH,95.18
2020-11-27,ETH,93.11
2020-11-28,ETH,93.09
2020-11-29,ETH,93.07
2020-11-30,ETH,91.92
2020-12-01,ETH,93.02
2020-12-02,ETH,92.96
2020-12-03,ETH,91.99
2020-12-04,ETH,92.69
2020-12-05,ETH,93.42
2020-12-06,ETH,92.56
2020-12-07,ETH,94.04
2020-12-08,ETH,96.74
2020-12-09,ETH,95.43
2020-12-10,ETH,95.21
2020-12-11,ETH,95.61
2020-12-12,ETH,98.35
2020-12-13,ETH,97.47
2020-12-14,ETH,96.34
2020-12-15,ETH,95.2
2020-12-16,ETH,96.67
2020-12-17,ETH,95.82
2020-12-18,ETH,94.8
2020-12-19,ETH,95.08
2020-12-20,ETH,95.45
2020-12-21,ETH,96.73
2020-12-22,ETH,96.84
2020-12-23,ETH,97.14
2020-12-24,ETH,97.02
2020-12-25,ETH,95.45
2020-12-26,ETH,95.21
2020-12-27,ETH,95.29
2020-12-28,ETH,94.75
2020-12-29,ETH,92.88
2020-12-30,ETH,91.51
2020-12-31,ETH,91.47
2021-01-01,ETH,92.59
2021-01-02,ETH,94.61
2021-01-03,ETH,94.38
2021-01-04,ETH,93.52
2021-01-05,ETH,93.08
2021-01-06,ETH,91.82
2021-01-07,ETH,92.77
2021-01-08,ETH,95.33
2021-01-09,ETH,94.5
2021-01-10,ETH,93.07
2021-01-11,ETH,94.28
2021-01-12,ETH,94.66
2021-01-13,ETH,95.06
2021-01-14,ETH,96.97
2021-01-15,ETH,95.33
2021-01-16,ETH,93.65
2021-01-17,ETH,93.46
2021-01-18,ETH,93.54
2021-01-19,ETH,93.11
2021-01-20,ETH,96.06
2021-01-21,ETH,95.69
2021-01-22,ETH,95.03
2021-01-23,ETH,95.18
2021-01-24,ETH,96.34
2021-01-25,ETH,95.47
2021-01-26,ETH,95.3
2021-01-27,ETH,96.5
2021-01-28,ETH,97.76
2021-01-29,ETH,98.02
2021-01-30,ETH,100.93
2021-01-31,ETH,103.3
2021-02-01,ETH,101.62
2021-02-02,ETH,99.58
2021-02-03,ETH,100.54
2021-02-04,ETH,102.18
2021-02-05,ETH,101.91
2021-02-06,ETH,101.31
2021-02-07,ETH,100.32
2021-02-08,ETH,98.92
2021-02-09,ETH,100.28
2021-02-10,ETH,99.83
2021-02-11,ETH,100.19
2021-02-12,ETH,98.0
2021-02-13,ETH,99.2
2021-02-14,ETH,99.91
2021-02-15,ETH,98.29
2021-02-16,ETH,98.6
2021-02-17,ETH,98.61
2021-02-18,ETH,98.07
2021-02-19,ETH,94.58
2021-02-20,ETH,93.79
2021-02-21,ETH,94.15
2021-02-22,ETH,93.5
2021-02-23,ETH,93.23
2021-02-24,ETH,95.03
2021-02-25,ETH,94.93
2021-02-26,ETH,92.42
2021-02-27,ETH,92.2
2021-02-28,ETH,92.32
2021-03-01,ETH,91.32
2021-03-02,ETH,92.21
2021-03-03,ETH,90.45
2021-03-04,ETH,90.29
2021-03-05,ETH,88.52
2021-03-06,ETH,88.16
2021-03-07,ETH,89.01
2021-03-08,ETH,88.82
2021-03-09,ETH,88.55
2021-03-10,ETH,88.59
2021-03-11,ETH,88.68
2021-03-12,ETH,89.51
2021-03-13,ETH,90.35
2021-03-14,ETH,92.06
2021-03-15,ETH,92.26
2021-03-16,ETH,90.27
2021-03-17,ETH,91.3
2021-03-18,ETH,92.92
2021-03-19,ETH,95.87
2021-03-20,ETH,97.61
2021-03-21,ETH,97.02
2021-03-22,ETH,97.25
2021-03-23,ETH,96.92
2021-03-24,ETH,96.44
2021-03-25,ETH,96.3
2021-03-26,ETH,97.84
2021-03-27,ETH,95.94
2021-03-28,ETH,94.73
2021-03-29,ETH,96.2
2021-03-30,ETH,97.94
2021-03-31,ETH,97.15
2021-04-01,ETH,99.13
2021-04-02,ETH,100.3
2021-04-03,ETH,99.98
2021-04-04,ETH,97.06
2021-04-05,ETH,95.06
2021-04-06,ETH,94.27
2021-04-07,ETH,95.18
2021-04-08,ETH,96.09
2021-04-09,ETH,95.53
2021-04-10,ETH,95.26
2021-04-11,ETH,95.22
2021-04-12,ETH,94.96
2021-04-13,ETH,95.15
2021-04-14,ETH,95.12
2021-04-15,ETH,93.11
2021-04-16,ETH,92.86
2021-04-17,ETH,92.83
2021-04-18,ETH,94.02
2021-04-19,ETH,93.02
2021-04-20,ETH,93.27
2021-04-21,ETH,93.94
2021-04-22,ETH,93.76
2021-04-23,ETH,91.66
2021-04-24,ETH,92.87
2021-04-25,ETH,93.77
2021-04-26,ETH,94.04
2021-04-27,ETH,94.09
2021-04-28,ETH,91.95
2021-04-29,ETH,92.88
2021-04-30,ETH,94.66
2021-05-01,ETH,93.33
2021-05-02,ETH,94.94
2021-05-03,ETH,96.3
2021-05-04,ETH,94.93
2021-05-05,ETH,94.46
2021-05-06,ETH,92.78
2021-05-07,ETH,92.7
2021-05-08,ETH,93.24
2021-05-09,ETH,91.66
2021-05-10,ETH,92.12
2021-05-11,ETH,92.89
2021-05-12,ETH,93.67
2021-05-13,ETH,94.22
2021-05-14,ETH,92.74
2021-05-15,ETH,92.6
2021-05-16,ETH,93.02
2021-05-17,ETH,94.77
2021-05-18,ETH,94.77
2021-05-19,ETH,95.28
2021-05-20,ETH,94.17
2021-05-21,ETH,92.78
2021-05-22,ETH,91.24
2021-05-23,ETH,90.74
2021-05-24,ETH,93.21
2021-05-25,ETH,92.73
2021-05-26,ETH,93.17
2021-05-27,ETH,93.83
2021-05-28,ETH,92.52
2021-05-29,ETH,92.0
2021-05-30,ETH,92.75
2021-05-31,ETH,93.27
2021-06-01,ETH,90.87
2021-06-02,ETH,91.59
2021-06-03,ETH,90.93
2021-06-04,ETH,90.3
2021-06-05,ETH,90.78
2021-06-06,ETH,92.61
2021-06-07,ETH,92.37
2021-06-08,ETH,93.78
2021-06-09,ETH,92.05
2021-06-10,ETH,92.21
2021-06-11,ETH,91.56
2021-06-12,ETH,91.9
2021-06-13,ETH,91.54
2021-06-14,ETH,89.94
2021-06-15,ETH,88.87
2021-06-16,ETH,86.9
2021-06-17,ETH,85.33
2021-06-18,ETH,85.91
2021-06-19,ETH,85.61
2021-06-20,ETH,85.88
2021-06-21,ETH,88.06
2021-06-22,ETH,87.71
2021-06-23,ETH,88.47
2021-06-24,ETH,88.5
2021-06-25,ETH,91.82
2021-06-26,ETH,88.19
2021-06-27,ETH,87.33
2021-06-28,ETH,88.12
2021-06-29,ETH,87.22
2021-06-30,ETH,87.89
2021-07-01,ETH,87.82
2021-07-02,ETH,88.86
2021-07-03,ETH,87.5
2021-07-04,ETH,87.71
2021-07-05,ETH,88.27
2021-07-06,ETH,88.43
2021-07-07,ETH,88.61
2021-07-08,ETH,90.05
2021-07-09,ETH,88.03
2021-07-10,ETH,88.18
2021-07-11,ETH,86.73
2021-07-12,ETH,87.64
2021-07-13,ETH,86.64
2021-07-14,ETH,83.67
2021-07-15,ETH,84.61
2021-07-16,ETH,84.28
2021-07-17,ETH,84.71
2021-07-18,ETH,86.42
2021-07-19,ETH,86.87
2021-07-20,ETH,87.07
2021-07-21,ETH,87.02
2021-07-22,ETH,85.64
2021-07-23,ETH,85.38
2021-07-24,ETH,87.75
2021-07-25,ETH,87.3
2021-07-26,ETH,87.11
2021-07-27,ETH,88.62
2021-07-28,ETH,86.77
2021-07-29,ETH,87.52
2021-07-30,ETH,85.61
2021-07-31,ETH,86.09
2021-08-01,ETH,86.06
2021-08-02,ETH,86.8
2021-08-03,ETH,85.58
2021-08-04,ETH,84.94
2021-08-05,ETH,85.74
2021-08-06,ETH,85.12
2021-08-07,ETH,86.03
2021-08-08,ETH,86.28
2021-08-09,ETH,85.75
2021-08-10,ETH,85.37
2021-08-11,ETH,85.37
2021-08-12,ETH,85.11
2021-08-13,ETH,85.99
2021-08-14,ETH,85.54
2021-08-15,ETH,84.85
2021-08-16,ETH,85.94
2021-08-17,ETH,85.44
2021-08-18,ETH,84.79
2021-08-19,ETH,81.81
2021-08-20,ETH,80.56
2021-08-21,ETH,79.55
2021-08-22,ETH,78.9
2021-08-23,ETH,78.04
2021-08-24,ETH,79.22
2021-08-25,ETH,78.29
2021-08-26,ETH,77.45
2021-08-27,ETH,77.63
2021-08-28,ETH,76.31
2021-08-29,ETH,78.19
2021-08-30,ETH,79.15
2021-08-31,ETH,77.75
2021-09-01,ETH,78.97
2021-09-02,ETH,80.43
2021-09-03,ETH,79.06
2021-09-04,ETH,77.66
2021-09-05,ETH,76.93
2021-09-06,ETH,75.23
2021-09-07,ETH,74.3
2021-09-08,ETH,73.82
2021-09-09,ETH,74.42
2021-09-10,ETH,74.52
2021-09-11,ETH,74.34
2021-09-12,ETH,73.76
2021-09-13,ETH,72.19
2021-09-14,ETH,72.9
2021-09-15,ETH,73.58
2021-09-16,ETH,72.84
2021-09-17,ETH,71.52
2021-09-18,ETH,73.39
2021-09-19,ETH,73.69
2021-09-20,ETH,74.16
2021-09-21,ETH,74.69
2021-09-22,ETH,73.25
2021-09-23,ETH,75.05
2021-09-24,ETH,74.56
2021-09-25,ETH,75.55
2021-09-26,ETH,77.3
2021-09-27,ETH,77.4
2021-09-28,ETH,75.98
2021-09-29,ETH,72.99
2021-09-30,ETH,72.94
2021-10-01,ETH,73.24
2021-10-02,ETH,72.54
2021-10-03,ETH,72.71
2021-10-04,ETH,73.22
2021-10-05,ETH,74.42
2021-10-06,ETH,74.14
2021-10-07,ETH,74.09
2021-10-08,ETH,73.87
2021-10-09,ETH,73.91
2021-10-10,ETH,73.3
2021-10-11,ETH,72.68
2021-10-12,ETH,72.13
2021-10-13,ETH,72.32
2021-10-14,ETH,71.3
2021-10-15,ETH,70.76
2021-10-16,ETH,72.93
2021-10-17,ETH,74.01
2021-10-18,ETH,72.86
2021-10-19,ETH,73.89
2021-10-20,ETH,74.65
2021-10-21,ETH,74.52
2021-10-22,ETH,73.67
2021-10-23,ETH,72.69
2021-10-24,ETH,72.96
2021-10-25,ETH,71.94
2021-10-26,ETH,73.26
2021-10-27,ETH,74.91
2021-10-28,ETH,74.86
2021-10-29,ETH,76.23
2021-10-30,ETH,75.74
2021-10-31,ETH,74.88
2021-11-01,ETH,76.2
2021-11-02,ETH,78.09
2021-11-03,ETH,80.45
2021-11-04,ETH,80.85
2021-11-05,ETH,81.88
2021-11-06,ETH,82.26
2021-11-07,ETH,83.94
2021-11-08,ETH,84.46
2021-11-09,ETH,85.43
2021-11-10,ETH,84.06
2021-11-11,ETH,83.79
2021-11-12,ETH,84.76
2021-11-13,ETH,85.63
2021-11-14,ETH,86.71
2021-11-15,ETH,86.86
2021-11-16,ETH,86.07
2021-11-17,ETH,86.0
2021-11-18,ETH,86.06
2021-11-19,ETH,86.35
2021-11-20,ETH,85.19
2021-11-21,ETH,84.87
2021-11-22,ETH,84.76
2021-11-23,ETH,82.07
2021-11-24,ETH,83.07
2021-11-25,ETH,83.27
2021-11-26,ETH,83.59
2021-11-27,ETH,82.97
2021-11-28,ETH,83.67
2021-11-29,ETH,82.67
2021-11-30,ETH,81.86
2021-12-01,ETH,82.62
2021-12-02,ETH,83.04
2021-12-03,ETH,81.51
2021-12-04,ETH,83.4
2021-12-05,ETH,82.49
2021-12-06,ETH,82.34
2021-12-07,ETH,84.43
2021-12-08,ETH,81.96
2021-12-09,ETH,79.91
2021-12-10,ETH,80.44
2021-12-11,ETH,77.47
2021-12-12,ETH,75.02
2021-12-13,ETH,76.43
2021-12-14,ETH,75.94
2021-12-15,ETH,78.57
2021-12-16,ETH,77.33
2021-12-17,ETH,76.95
2021-12-18,ETH,77.6
2021-12-19,ETH,78.16
2021-12-20,ETH,77.86
2021-12-21,ETH,77.08
2021-12-22,ETH,77.36
2021-12-23,ETH,79.01
2021-12-24,ETH,79.92
2021-12-25,ETH,79.16
2021-12-26,ETH,77.97
2021-12-27,ETH,77.14
2021-12-28,ETH,75.61
2021-12-29,ETH,75.79
2021-12-30,ETH,76.77
2021-12-31,ETH,76.68
2022-01-01,ETH,78.75
2022-01-02,ETH,80.88
2022-01-03,ETH,81.25
2022-01-04,ETH,82.09
2022-01-05,ETH,81.01
2022-01-06,ETH,80.57
2022-01-07,ETH,82.1
2022-01-08,ETH,81.41
2022-01-09,ETH,83.19
2022-01-10,ETH,84.53
2022-01-11,ETH,85.43
2022-01-12,ETH,84.02
2022-01-13,ETH,83.65
2022-01-14,ETH,84.42
2022-01-15,ETH,83.24
2022-01-16,ETH,83.01
2022-01-17,ETH,83.91
2022-01-18,ETH,83.23
2022-01-19,ETH,82.21
2022-01-20,ETH,80.05
2022-01-21,ETH,79.59
2022-01-22,ETH,80.52
2022-01-23,ETH,79.47
2022-01-24,ETH,79.49
2022-01-25,ETH,79.22
2022-01-26,ETH,78.42
2022-01-27,ETH,79.43
2022-01-28,ETH,81.4
2022-01-29,ETH,82.6
2022-01-30,ETH,81.77
2022-01-31,ETH,84.16
2022-02-01,ETH,85.36
2022-02-02,ETH,84.81
2022-02-03,ETH,83.88
2022-02-04,ETH,85.23
2022-02-05,ETH,85.43
2022-02-06,ETH,84.41
2022-02-07,ETH,84.24
2022-02-08,ETH,83.75
2022-02-09,ETH,82.76
2022-02-10,ETH,83.98
2022-02-11,ETH,84.91
2022-02-12,ETH,85.92
2022-02-13,ETH,86.91
2022-02-14,ETH,85.81
2022-02-15,ETH,85.09
2022-02-16,ETH,86.84
2022-02-17,ETH,86.97
2022-02-18,ETH,85.2
2022-02-19,ETH,85.46
2022-02-20,ETH,86.25
2022-02-21,ETH,86.88
2022-02-22,ETH,85.75
2022-02-23,ETH,88.01
2022-02-24,ETH,86.21
2022-02-25,ETH,86.35
2022-02-26,ETH,88.43
2022-02-27,ETH,89.14
2022-02-28,ETH,90.14
2022-03-01,ETH,88.88
2022-03-02,ETH,89.3
2022-03-03,ETH,89.25
2022-03-04,ETH,87.9
2022-03-05,ETH,88.94
2022-03-06,ETH,87.95
2022-03-07,ETH,87.11
2022-03-08,ETH,87.63
2022-03-09,ETH,87.46
2022-03-10,ETH,87.66
2022-03-11,ETH,87.42
2022-03-12,ETH,89.11
2022-03-13,ETH,88.0
2022-03-14,ETH,87.44
2022-03-15,ETH,88.02
2022-03-16,ETH,86.84
2022-03-17,ETH,85.6
2022-03-18,ETH,85.76
2022-03-19,ETH,86.8
2022-03-20,ETH,88.0
2022-03-21,ETH,88.11
2022-03-22,ETH,87.3
2022-03-23,ETH,87.63
2022-03-24,ETH,88.31
2022-03-25,ETH,88.63
2022-03-26,ETH,90.11
2022-03-27,ETH,88.89
2022-03-28,ETH,88.06
2022-03-29,ETH,89.37
2022-03-30,ETH,87.6
2022-03-31,ETH,86.96
2022-04-01,ETH,86.08
2022-04-02,ETH,84.2
2022-04-03,ETH,83.98
2022-04-04,ETH,84.87
2022-04-05,ETH,85.06
2022-04-06,ETH,86.02
2022-04-07,ETH,87.45
2022-04-08,ETH,86.99
2022-04-09,ETH,90.16
2022-04-10,ETH,89.75
2022-04-11,ETH,89.49
2022-04-12,ETH,88.64
2022-04-13,ETH,89.3
2022-04-14,ETH,88.95
2022-04-15,ETH,88.85
2022-04-16,ETH,88.61
2022-04-17,ETH,88.34
2022-04-18,ETH,88.52
2022-04-19,ETH,87.98
2022-04-20,ETH,87.5
2022-04-21,ETH,88.79
2022-04-22,ETH,88.44
2022-04-23,ETH,88.9
2022-04-24,ETH,87.83
2022-04-25,ETH,87.3
2022-04-26,ETH,85.82
2022-04-27,ETH,88.04
2022-04-28,ETH,89.69
2022-04-29,ETH,90.41
2022-04-30,ETH,92.99
2022-05-01,ETH,93.91
2022-05-02,ETH,93.71
2022-05-03,ETH,94.15
2022-05-04,ETH,95.79
2022-05-05,ETH,94.73
2022-05-06,ETH,93.32
2022-05-07,ETH,93.81
2022-05-08,ETH,93.11
2022-05-09,ETH,90.39
2022-05-10,ETH,88.9
2022-05-11,ETH,88.53
2022-05-12,ETH,88.59
2022-05-13,ETH,88.68
2022-05-14,ETH,91.09
2022-05-15,ETH,90.84
2022-05-16,ETH,91.17
2022-05-17,ETH,89.22
2022-05-18,ETH,89.18
2022-05-19,ETH,89.58
2022-05-20,ETH,87.93
2022-05-21,ETH,86.81
2022-05-22,ETH,87.4
2022-05-23,ETH,86.74
2022-05-24,ETH,86.62
2022-05-25,ETH,87.27
2022-05-26,ETH,89.71
2022-05-27,ETH,89.45
2022-05-28,ETH,91.57
2022-05-29,ETH,89.22
2022-05-30,ETH,89.4
2022-05-31,ETH,89.0
2022-06-01,ETH,88.36
2022-06-02,ETH,89.15
2022-06-03,ETH,88.89
2022-06-04,ETH,86.46
2022-06-05,ETH,84.55
2022-06-06,ETH,85.42
2022-06-07,ETH,83.46
2022-06-08,ETH,84.35
2022-06-09,ETH,84.5
2022-06-10,ETH,84.3
2022-06-11,ETH,84.2
2022-06-12,ETH,84.82
2022-06-13,ETH,83.41
2022-06-14,ETH,83.46
2022-06-15,ETH,82.09
2022-06-16,ETH,82.29
2022-06-17,ETH,83.06
2022-06-18,ETH,83.26
2022-06-19,ETH,83.99
2022-06-20,ETH,83.15
2022-06-21,ETH,83.08
2022-06-22,ETH,82.79
2022-06-23,ETH,82.43
2022-06-24,ETH,81.47
2022-06-25,ETH,80.95
2022-06-26,ETH,79.61
2022-06-27,ETH,77.58
2022-06-28,ETH,76.74
2022-06-29,ETH,77.49
2022-06-30,ETH,77.77
2022-07-01,ETH,76.26
2022-07-02,ETH,75.78
2022-07-03,ETH,76.61
2022-07-04,ETH,76.07
2022-07-05,ETH,74.37
2022-07-06,ETH,77.08
2022-07-07,ETH,76.88
2022-07-08,ETH,75.48
2022-07-09,ETH,75.69
2022-07-10,ETH,75.58
2022-07-11,ETH,73.73
2022-07-12,ETH,73.85
2022-07-13,ETH,75.03
2022-07-14,ETH,74.75
2022-07-15,ETH,72.27
2022-07-16,ETH,72.68
2022-07-17,ETH,73.41
2022-07-18,ETH,72.7
2022-07-19,ETH,72.01
2022-07-20,ETH,74.72
2022-07-21,ETH,73.93
2022-07-22,ETH,72.58
2022-07-23,ETH,72.61
2022-07-24,ETH,73.3
2022-07-25,ETH,73.94
2022-07-26,ETH,70.98
2022-07-27,ETH,70.19
2022-07-28,ETH,71.57
2022-07-29,ETH,71.96
2022-07-30,ETH,70.48
2022-07-31,ETH,71.97
2022-08-01,ETH,73.13
2022-08-02,ETH,72.77
2022-08-03,ETH,73.83
2022-08-04,ETH,76.23
2022-08-05,ETH,74.96
2022-08-06,ETH,75.63
2022-08-07,ETH,78.01
2022-08-08,ETH,78.8
2022-08-09,ETH,77.89
2022-08-10,ETH,78.18
2022-08-11,ETH,79.82
2022-08-12,ETH,78.6
2022-08-13,ETH,78.57
2022-08-14,ETH,78.27
2022-08-15,ETH,77.52
2022-08-16,ETH,77.81
2022-08-17,ETH,77.68
2022-08-18,ETH,78.46
2022-08-19,ETH,79.83
2022-08-20,ETH,78.3
2022-08-21,ETH,78.38
2022-08-22,ETH,78.32
2022-08-23,ETH,78.56
2022-08-24,ETH,78.54
2022-08-25,ETH,77.36
2022-08-26,ETH,79.11
2022-08-27,ETH,81.37
2022-08-28,ETH,82.02
2022-08-29,ETH,82.74
2022-08-30,ETH,82.9
2022-08-31,ETH,84.06
2022-09-01,ETH,81.13
2022-09-02,ETH,81.12
2022-09-03,ETH,80.44
2022-09-04,ETH,80.61
2022-09-05,ETH,81.92
2022-09-06,ETH,81.95
2022-09-07,ETH,81.51
2022-09-08,ETH,79.83
2022-09-09,ETH,79.7
2022-09-10,ETH,80.51
2022-09-11,ETH,79.5
2022-09-12,ETH,77.09
2022-09-13,ETH,79.82
2022-09-14,ETH,80.22
2022-09-15,ETH,79.96
